Source_Name,Signif_Avg,Pivot_Energy,Flux_Density,Flux1000,Energy_Flux100,Signif_Curve,Spectral_Index,PowerLaw_Index,Flux100_300,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_100000,Variability_Index,CLASS1
3FGL J0804.0-3629,8.9684,5365.8403,3.3721896E-14,8.5929647E-10,1.0397164E-11,3.56389,1.8285054,1.8285054,1.4225655E-12,3.605023E-13,5.8251715E-10,3.658015E-10,9.7405986E-11,58.023983,bcu
3FGL J0804.4+0418,4.687011,639.99384,1.2545837E-12,2.5473848E-10,4.076465E-12,0.92847085,2.5662808,2.5662808,6.4182673E-09,1.892445E-09,1.2454465E-10,3.3426373E-11,1.4889007E-11,60.12881,bcu
3FGL J0805.0-0622,7.859513,4505.389,2.7843521E-14,5.3050025E-10,6.1592337E-12,0.9058359,1.8950008,1.8950008,1.1562197E-08,3.548942E-10,3.6403028E-10,9.51361E-11,8.9515215E-11,56.809814,bcu
3FGL J0807.1+7744,7.732851,848.99274,6.7620155E-13,3.1569172E-10,4.327073E-12,0.44594917,2.4361255,2.4361255,9.7753885E-09,1.3866038E-09,2.581273E-10,4.383234E-11,1.2226471E-11,85.4912,bcu
3FGL J0813.3+6509,4.4447017,2538.0315,3.9752852E-14,2.5603009E-10,2.92735E-12,1.2800872,2.1966252,2.1966252,5.7460956E-09,4.830147E-10,1.9582339E-10,5.94529E-11,7.592568E-12,39.06979,bcu
3FGL J0816.7-2421,10.561368,748.4093,2.2209936E-12,7.6585216E-10,1.0450042E-11,0.94491595,2.4318402,2.4318402,1.2664777E-08,4.0815724E-09,6.045136E-10,8.182021E-11,3.3174102E-11,90.573906,bcu
3FGL J0825.4-0213,4.1864896,929.68536,4.6560276E-13,2.7858646E-10,3.685094E-12,0.9077722,2.4011776,2.4011776,6.459337E-09,0.000000001,2.2744065E-10,3.9937324E-11,6.725637E-12,23.331022,bcu
3FGL J0825.8-3217,10.451462,683.7338,3.294463E-12,8.5777224E-10,1.24786995E-11,0.15336303,2.4895906,2.4895906,2.3742684E-08,3.6637833E-09,7.972491E-10,1.7178364E-10,1.7446756E-11,214.91501,bcu
3FGL J0827.2-0711,8.2593,2259.1777,9.944969E-14,4.9880916E-10,5.5409262E-12,0.9844593,2.067197,2.067197,4.2865693E-09,1.4993858E-09,1.9921155E-10,1.2251923E-10,5.3163057E-11,39.5314,bcu
3FGL J0828.8-2420,5.5025635,3300.9531,3.4210305E-14,3.6907696E-10,4.1250523E-12,0.4979089,1.9996922,1.9996922,2.4021949E-09,1.3339884E-09,1.6373693E-10,1.1101806E-10,2.8048055E-11,41.327026,bcu
3FGL J0829.6-1137,5.6992974,3957.691,2.1259741E-14,3.1627997E-10,3.68263E-12,0.26277503,1.889613,1.889613,1.5143463E-09,0.000000001,6.12678E-11,1.0736479E-10,5.5370996E-11,58.18085,bcu
3FGL J0830.3-5855,9.246222,516.2584,5.1911097E-12,5.7533506E-10,9.742972E-12,2.130359,2.6082685,2.6082685,2.2857542E-08,0.000000003,3.8673273E-10,8.818292E-11,1.6835363E-15,74.47731,bcu
3FGL J0836.3+2143,4.744586,746.3534,7.9023046E-13,2.3818816E-10,3.8088343E-12,0.9586472,2.565724,2.565724,7.775182E-09,1.2142063E-09,1.728833E-10,2.5225098E-11,1.3602486E-11,71.037605,bcu
3FGL J0841.3-3554,18.816895,4497.2085,8.792476E-14,1.5841993E-09,2.0180855E-11,3.2558653,1.7641761,1.7641761,0.000000004,1.817191E-09,8.8703417E-10,5.839225E-10,2.2019896E-10,78.51507,bcu
3FGL J0842.0-6055,13.976564,890.53406,1.882203E-12,1.0799885E-09,1.3387125E-11,2.9283552,2.3280368,2.3280368,1.668781E-08,4.190218E-09,8.028597E-10,2.4768226E-10,1.1680504E-11,84.46824,bcu
3FGL J0845.1-5458,19.299276,934.31256,2.7015655E-12,1.7815593E-09,2.1534538E-11,2.1919744,2.2945511,2.2945511,2.4297925E-08,7.1399247E-09,1.3643076E-09,3.9958523E-10,4.1770597E-11,43.176872,bcu
3FGL J0849.5-2912,9.5161915,1747.9441,2.5322932E-13,7.350354E-10,8.206236E-12,1.4962368,2.118041,2.118041,6.878905E-09,1.8446099E-09,4.465761E-10,2.1167901E-10,3.920626E-11,49.271725,bcu
3FGL J0849.9-3540,10.850358,947.1268,1.7049133E-12,1.0917188E-09,1.4035706E-11,1.9160815,2.3709333,2.3709333,1.8922726E-08,4.423759E-09,1.2596594E-09,1.5967164E-10,3.260613E-11,144.41345,bcu
3FGL J0852.6-5756,15.018453,824.69183,2.8138603E-12,1.2602259E-09,1.6704884E-11,2.2343466,2.4033082,2.4033082,2.0732765E-08,5.6984844E-09,0.000000001,2.1044376E-10,3.820649E-11,148.51735,bcu
3FGL J0853.0-3654,9.774145,2692.7734,1.3005496E-13,9.37112E-10,1.0409318E-11,0.9858541,2.059383,2.059383,6.0790053E-09,2.1676014E-09,7.620833E-10,2.5910996E-10,6.995406E-11,47.62084,bcu
3FGL J0855.2-0718,5.5871468,639.276,1.4357238E-12,2.9108033E-10,4.6502632E-12,2.1769524,2.5650089,2.5650089,6.7555312E-09,1.9074697E-09,2.943096E-10,2.413965E-11,2.0854653E-14,43.20262,bcu
3FGL J0858.1-1951,10.256291,663.5664,2.9132302E-12,7.2480283E-10,1.0225551E-11,2.0422318,2.4627125,2.4627125,1.6231217E-08,3.0996359E-09,7.7324075E-10,7.466958E-11,2.1956981E-11,140.02151,bcu
3FGL J0858.1-3130,4.4061475,8126.5894,5.497715E-15,2.7304753E-10,3.585186E-12,0.2598988,1.731347,1.731347,2.289345E-09,6.281708E-10,1.5282552E-10,5.5721008E-11,5.6689424E-11,36.983524,bcu
3FGL J0904.3+4240,7.892637,815.24884,9.005971E-13,3.6770736E-10,5.2656824E-12,1.4902563,2.4759517,2.4759517,6.2090364E-09,2.326625E-09,1.965582E-10,5.5651265E-11,1.305909E-11,50.747223,bcu
3FGL J0904.8-5734,22.87108,1086.9425,2.3769543E-12,2.2829107E-09,2.6856229E-11,0.102055274,2.2527385,2.2527385,4.078615E-08,6.7445467E-09,1.8480323E-09,4.299265E-10,1.4935954E-10,97.800156,bcu
3FGL J0904.8-3516,15.734067,406.45993,1.9794846E-11,1.1030644E-09,1.9831647E-11,2.0685163,2.650551,2.650551,0.000000035,7.771343E-09,1.0601104E-09,1.5065477E-10,1.0616269E-11,170.59338,bcu
3FGL J0912.6-2757,6.0755725,463.80045,4.5269734E-12,3.3583494E-10,6.46992E-12,1.6906855,2.6972473,2.6972473,1.6446709E-08,1.612321E-09,2.1117591E-10,5.7311222E-11,2.0955956E-11,51.375603,bcu
3FGL J0915.0+5844,4.1768694,825.0192,4.2837205E-13,1.792388E-10,2.5838765E-12,0.39571908,2.481745,2.481745,2.4580529E-09,5.660738E-10,2.0358089E-10,1.5304617E-11,4.3197134E-12,46.809624,bcu
3FGL J0917.3-0344,5.512579,5322.8945,1.1175579E-14,2.710194E-10,3.4540682E-12,0.37124553,1.7636526,1.7636526,3.4993581E-09,4.1459403E-10,1.9381657E-10,4.6637152E-11,5.572582E-11,44.86631,bcu
3FGL J0921.0-2258,4.10109,9595.887,2.5496172E-15,1.4242826E-10,2.2894616E-12,2.776148,1.553204,1.553204,2.4638591E-09,4.532697E-11,1.8022597E-15,4.851717E-11,4.982992E-11,32.393566,bcu
3FGL J0922.8-3959,6.280847,459.67673,5.709152E-12,4.1058565E-10,7.9714785E-12,0.35927686,2.7023556,2.7023556,2.0163098E-08,1.6156976E-09,3.8190978E-10,2.5730088E-11,2.5636649E-11,55.51448,bcu
3FGL J0923.1+3853,7.922696,466.78033,4.1960398E-12,2.9429656E-10,6.171211E-12,1.4523333,2.7520385,2.7520385,2.0063817E-08,1.8295605E-09,3.1127928E-10,1.3632478E-11,1.643487E-15,74.23342,bcu
3FGL J0928.7+7300,4.834056,396.77814,3.2557871E-12,1.14732564E-10,3.1636842E-12,1.8894179,2.9162588,2.9162588,1.1780437E-08,3.0240302E-10,1.2615342E-10,3.0586835E-11,3.706193E-12,40.74489,bcu
3FGL J0928.9-3530,9.965834,616.2855,3.3389567E-12,6.407491E-10,9.792757E-12,1.0581238,2.5303752,2.5303752,2.1672292E-08,2.1745197E-09,3.9037526E-10,1.2715225E-10,1.3626906E-11,37.595142,bcu
3FGL J0939.2-1732,8.8873825,1028.5577,7.484774E-13,6.2677125E-10,7.450436E-12,2.3830957,2.2696817,2.2696817,7.5065625E-09,2.3370108E-09,5.7132654E-10,1.6054225E-10,6.5282888E-12,97.954216,bcu
3FGL J0939.9-2831,10.008053,646.4747,2.6854322E-12,6.205084E-10,8.840139E-12,0.89497316,2.4714136,2.4714136,1.6793274E-08,2.271518E-09,5.570239E-10,1.1729415E-10,2.5697504E-15,131.70264,bcu
3FGL J0940.7-6102,6.418711,878.94916,1.1949833E-12,6.1461675E-10,8.293622E-12,2.6984854,2.4210906,2.4210906,6.3812737E-09,3.4135323E-09,8.016121E-10,7.5122034E-11,7.2267314E-12,51.263126,bcu
3FGL J0947.1-2542,10.42488,2322.7544,1.2963431E-13,6.970621E-10,7.899204E-12,1.4938471,1.9499978,1.9499978,2.721626E-09,1.4446059E-09,4.974739E-10,1.8475015E-10,5.696666E-11,48.28025,bcu
3FGL J0953.1-7657c,6.8967934,4840.396,2.1477911E-14,4.731413E-10,5.446922E-12,0.5914976,1.9119945,1.9119945,1.4122187E-11,4.702432E-10,3.1098443E-10,1.3940905E-10,3.6619617E-11,36.859123,bcu
3FGL J0956.7-6441,6.2601514,772.5413,1.3164716E-12,4.452231E-10,6.853247E-12,0.7403122,2.536073,2.536073,1.0780706E-08,2.0955844E-09,2.3229173E-10,4.75919E-11,2.5591546E-11,51.074093,bcu
3FGL J0958.4-6752,6.8815455,2010.54,1.1762825E-13,4.5357748E-10,5.209793E-12,1.2961167,2.2070167,2.2070167,1.0510877E-08,8.340285E-10,2.693368E-10,1.2102662E-10,2.9665926E-11,41.888287,bcu
3FGL J0958.6-2447,6.1664457,1231.244,3.241079E-13,4.1467843E-10,4.849392E-12,1.0948603,2.2424026,2.2424026,5.493388E-09,1.6095313E-09,3.077302E-10,5.4563704E-11,2.8157596E-11,48.663708,bcu
3FGL J1003.6+2608,4.8582644,1447.9199,1.5244782E-13,2.7497934E-10,3.317607E-12,0.58149236,2.291897,2.291897,5.1071343E-09,1.0762843E-09,1.3340512E-10,7.3393173E-11,6.832202E-12,41.27948,bcu
3FGL J1005.0-4959,5.1156464,396.63168,7.890852E-12,3.4064934E-10,7.432934E-12,0.39473748,2.7769637,2.7769637,2.0328477E-08,2.14126E-09,2.8653027E-10,4.5781948E-11,1.0011043E-11,42.010742,bcu
3FGL J1007.8+0026,5.607907,1925.0166,9.868727E-14,3.5367614E-10,3.9332942E-12,1.4505515,2.0891166,2.0891166,1.4200613E-13,1.0810384E-09,2.2103847E-10,1.016421E-10,1.5827806E-11,33.20873,bcu
3FGL J1008.9-2910,5.4168806,1034.2571,4.188298E-13,3.260075E-10,4.2687286E-12,0.6970984,2.3906362,2.3906362,1.230824E-08,7.625894E-10,1.7765502E-10,1.00571634E-10,5.1598764E-12,47.153423,bcu
3FGL J1009.0-3137,5.4683714,1103.6406,5.6100415E-13,5.238236E-10,6.598866E-12,0.31739005,2.3476994,2.3476994,3.8789456E-09,2.492897E-09,3.525435E-10,8.984509E-11,2.779167E-11,34.20051,bcu
3FGL J1014.2+4115,5.581358,920.82776,4.4968564E-13,2.5836028E-10,3.4954958E-12,0.63789636,2.423656,2.423656,1.3961297E-09,1.1178679E-09,2.0885148E-10,5.3635024E-11,6.2755387E-12,47.58059,bcu
3FGL J1015.2-4512,5.771415,1507.4642,2.3230704E-13,4.685769E-10,5.468968E-12,0.06441133,2.238869,2.238869,4.5539688E-09,1.320396E-09,4.3820675E-10,2.063578E-11,4.5183475E-11,45.48481,bcu
3FGL J1016.0-0635,4.471266,618.98987,1.3330554E-12,2.546918E-10,3.9605988E-12,2.2251909,2.5441246,2.5441246,1.6276586E-09,1.6743374E-09,2.9169275E-10,1.28703385E-11,2.4464546E-16,49.485798,bcu
3FGL J1016.1+5555,9.484672,677.43945,1.3734881E-12,3.3663036E-10,5.1125827E-12,1.017301,2.52532,2.52532,8.08167E-09,1.8184588E-09,2.8821842E-10,7.106006E-11,8.6149386E-16,67.37879,bcu
3FGL J1021.8+8023,9.875336,1159.803,4.2466716E-13,4.5107076E-10,5.58547E-12,2.3072522,2.3267236,2.3267236,0.00000001,1.9386142E-09,3.148924E-10,1.0838858E-10,2.0255237E-15,34.69473,bcu
3FGL J1022.3-4234,4.290769,1396.7491,1.9446355E-13,3.1713804E-10,3.956351E-12,0.4913857,2.3359692,2.3359692,9.207797E-09,0.000000001,2.4330396E-10,5.94652E-11,2.2427954E-12,44.251255,bcu
3FGL J1024.8+0105,6.5090766,579.14026,2.3258047E-12,3.729175E-10,5.8365617E-12,2.666792,2.5491667,2.5491667,7.715419E-09,2.5454945E-09,3.1774536E-10,1.9531196E-11,4.5243535E-12,40.785233,bcu
3FGL J1026.5+7423,4.703355,886.9071,6.7464903E-13,3.1489436E-10,5.0830867E-12,0.6285664,2.5728714,2.5728714,1.1796946E-08,1.6835788E-09,8.424235E-11,6.1422104E-11,9.0236135E-12,46.43324,bcu
3FGL J1028.0+1829,5.7604795,1527.9292,1.4501272E-13,3.0172662E-10,3.5170434E-12,0.19732638,2.2365062,2.2365062,2.3409457E-09,1.1183302E-09,1.5448685E-10,5.1714626E-11,2.538629E-11,46.873905,bcu
3FGL J1030.4-2030,10.097408,2966.3865,7.263819E-14,6.2671546E-10,7.297662E-12,0.92064166,1.8894984,1.8894984,4.164698E-09,1.0574441E-09,3.2843E-10,2.0287354E-10,6.4848356E-11,52.632896,bcu
3FGL J1031.0+7440,6.8334446,3139.7617,3.8670473E-14,3.9127845E-10,4.3965326E-12,0,2.146551,2.146551,2.7134641E-09,1.6733795E-09,2.512192E-10,9.6950836E-11,2.1629937E-11,44.16156,bcu
3FGL J1035.2+5545,5.7455735,357.71048,5.98041E-12,1.4938727E-10,4.3198735E-12,0.06981838,2.9433396,2.9433396,1.0601773E-08,1.4293615E-09,1.4882935E-10,1.7926799E-11,2.9356026E-13,67.82822,bcu
3FGL J1038.9-5311,24.437548,327.36435,7.086123E-11,1.939796E-09,3.1573383E-11,5.330442,2.3197148,2.6187823,5.4449206E-08,1.3734846E-08,1.8923259E-09,1.5496275E-10,1.0326454E-14,914.66864,bcu
3FGL J1040.4+0615,20.513462,942.6829,2.017625E-12,1.4380289E-09,1.6671933E-11,2.214543,2.226272,2.226272,1.6650155E-08,4.674547E-09,1.0834162E-09,3.0431363E-10,3.8471344E-11,124.92147,bcu
3FGL J1040.8+1342,4.886909,5047.8525,9.453882E-15,2.0844514E-10,2.6652112E-12,1.5983583,1.759999,1.759999,1.28169125E-11,3.876245E-10,7.630247E-12,9.5188565E-11,3.3573668E-11,35.638515,bcu
3FGL J1040.9-1205,5.4774785,2246.291,6.380335E-14,3.1526298E-10,3.5133441E-12,1.4816319,2.1068716,2.1068716,4.493434E-09,2.9661196E-10,2.4307203E-10,7.199698E-11,1.4751792E-11,61.12654,bcu
3FGL J1042.0-0557,6.1973553,4573.436,1.4700482E-14,2.9526945E-10,3.3537398E-12,3.1607432,1.9437125,1.9437125,6.6837726E-09,5.7425165E-10,7.8650225E-11,7.192798E-11,2.4442733E-11,41.478924,bcu
3FGL J1042.1-4126,4.7164664,4080.9075,1.5352735E-14,2.505017E-10,2.8154395E-12,0.1834766,1.9761198,1.9761198,3.3769065E-09,5.6944255E-10,7.6574705E-11,9.6612524E-11,1.8059738E-11,44.610466,bcu
3FGL J1047.8-6216,18.665014,1046.874,4.2727853E-12,2.7545546E-09,3.6138505E-11,4.064672,2.6033165,2.518626,6.4387976E-08,1.494923E-08,1.8439882E-09,2.4673175E-10,5.0071586E-11,88.37844,bcu
3FGL J1049.8+1425,7.291504,1112.8839,4.4122328E-13,4.2422002E-10,5.2764425E-12,1.390079,2.332293,2.332293,1.1095858E-08,1.409864E-09,3.42084E-10,8.520471E-11,9.91001E-16,85.5509,bcu
3FGL J1051.5-6517,9.632031,807.95807,2.7654103E-12,0.000000001,1.65829E-11,0.95328885,2.59589,2.59589,3.7071718E-08,0.000000007,4.677638E-10,1.1946154E-10,3.942481E-11,48.06559,bcu
3FGL J1052.8-3741,5.367155,3065.7202,3.799643E-14,3.5338638E-10,3.9524868E-12,0.17986564,1.9962262,1.9962262,6.443904E-09,5.6534466E-10,1.638688E-10,9.133517E-11,4.531824E-11,35.396667,bcu
3FGL J1106.4-3643,11.72501,1011.2615,9.770955E-13,7.7409756E-10,9.3405735E-12,0.3060322,2.2920713,2.2920713,1.140127E-08,2.422427E-09,5.030262E-10,2.2955385E-10,1.4522944E-11,62.556328,bcu
3FGL J1109.4-4815,6.647478,803.4223,1.2832086E-12,4.970433E-10,7.2731144E-12,2.0128634,2.494549,2.494549,1.5361026E-08,2.441688E-09,4.2285184E-10,4.8596883E-11,7.895704E-12,44.546406,bcu
3FGL J1123.2-6415,14.025361,339.35864,6.514246E-11,1.2684727E-09,2.6292751E-11,4.52427,2.2408412,2.6113832,5.874745E-08,1.30642706E-08,1.2166906E-09,9.437776E-11,2.8181658E-11,210.7826,bcu
3FGL J1125.0-2101,8.409142,4517.971,2.2965836E-14,4.201312E-10,5.260168E-12,0.98186725,1.7843589,1.7843589,0.000000004,3.9451355E-11,3.3375455E-10,9.1563646E-11,6.468464E-11,42.35288,bcu
3FGL J1126.7-3834,6.3546634,1336.0363,2.874443E-13,4.379013E-10,5.1734875E-12,1.560528,2.2598445,2.2598445,2.0757647E-09,1.887349E-09,4.3608236E-10,4.816999E-11,2.942436E-11,48.1123,bcu
3FGL J1129.4-4215,5.5644712,695.92957,1.2641763E-12,3.462132E-10,4.999671E-12,1.6135603,2.483256,2.483256,9.14494E-09,9.0481916E-10,4.3786869E-10,7.930641E-11,3.613551E-16,56.279804,bcu
3FGL J1131.9-0503,8.819881,491.05032,4.9466555E-12,4.503854E-10,8.188793E-12,0.3966701,2.6582828,2.6582828,1.817516E-08,3.3497765E-09,2.7251074E-10,2.2828895E-11,2.7160284E-11,56.719906,bcu
3FGL J1136.1-7411,10.015692,608.73975,3.942974E-12,7.7390533E-10,1.1183944E-11,2.2199457,2.4838717,2.4838717,1.780261E-08,3.7804044E-09,8.357835E-10,1.3135824E-10,2.8104587E-15,39.85309,bcu
3FGL J1136.6-6826,7.790802,574.85046,4.7296524E-12,6.16545E-10,1.2122643E-11,0.76266015,2.7106607,2.7106607,2.7317801E-08,4.2847836E-09,3.440525E-10,9.1099475E-11,1.45161366E-11,43.54209,bcu
3FGL J1138.2+4905,5.417208,391.76395,3.9782166E-12,1.4876606E-10,3.664357E-12,0.016786285,2.8504896,2.8504896,0.000000009,7.659046E-10,2.0531521E-10,1.4017351E-11,1.0092249E-15,57.28213,bcu
3FGL J1141.2+6805,7.08885,7034.5977,5.476676E-15,1.952459E-10,2.920811E-12,2.076159,1.6111397,1.6111397,1.9588497E-11,9.964501E-15,9.1937805E-11,6.592644E-11,4.233201E-11,46.34198,bcu
3FGL J1141.6-1406,7.5913725,1729.7839,1.6878092E-13,4.7096926E-10,5.3408944E-12,0.6046249,2.1757276,2.1757276,7.26056E-09,1.507573E-09,2.4289887E-10,1.15976825E-10,2.980499E-11,43.067486,bcu
3FGL J1153.7-2555,4.2235136,2883.1533,2.9644676E-14,2.444052E-10,2.7244413E-12,0.81443113,2.0147583,2.0147583,6.2129996E-11,0.000000001,1.2564205E-10,9.58476E-11,9.517164E-12,40.120255,bcu
3FGL J1154.0-3243,16.233006,1446.7842,5.8496643E-13,1.176674E-09,1.3071784E-11,2.6910253,2.0531118,2.0531118,7.852128E-09,0.000000003,8.7874225E-10,3.4053738E-10,5.7562528E-11,44.07991,bcu
3FGL J1155.4-3417,6.192633,14606.17,1.6293909E-15,1.3719134E-10,2.979263E-12,1.5192355,1.3353549,1.3353549,1.6750513E-12,2.2334104E-10,4.8473687E-11,5.4736504E-11,4.093153E-11,30.73567,bcu
3FGL J1156.7-2250,5.9830804,4558.4966,1.7787607E-14,3.4569822E-10,4.024295E-12,1.6683469,1.8900131,1.8900131,3.6594725E-12,8.118439E-10,1.8126756E-10,7.8099624E-11,5.824755E-11,38.40099,bcu
3FGL J1158.9+0818,5.4276466,4155.172,1.3954115E-14,2.2591601E-10,2.6608206E-12,0.88627976,1.8694817,1.8694817,2.1265878E-09,2.0051717E-10,1.05102094E-10,7.4913006E-11,3.2014273E-11,36.21,bcu
3FGL J1159.3-2226,17.885008,1090.446,1.947759E-12,1.741057E-09,2.2400328E-11,2.962123,2.3717415,2.3717415,3.3593462E-08,6.6969994E-09,1.4900949E-09,3.2070083E-10,2.9802927E-11,197.9446,bcu
3FGL J1159.6-0723,8.354893,2149.0635,1.2162301E-13,5.476471E-10,6.1005346E-12,0,2.1039,2.1039,0.000000006,1.0780706E-09,4.820945E-10,7.9498706E-11,7.0280164E-11,45.098522,bcu
3FGL J1200.8+1228,7.272951,1399.6055,2.4079553E-13,4.0955428E-10,4.8058077E-12,0.85268354,2.2483926,2.2483926,4.4128714E-09,0.000000001,4.2379605E-10,5.2948583E-11,2.957661E-11,44.04127,bcu
3FGL J1200.9+2010,6.8045034,696.89716,1.2745052E-12,3.359094E-10,5.094524E-12,0.21113409,2.5241935,2.5241935,1.0701118E-08,0.000000002,1.9398755E-10,6.218728E-11,3.8862187E-16,57.873955,bcu
3FGL J1203.5-3925,7.311897,7858.512,6.667284E-15,2.8993363E-10,4.199627E-12,0.8902276,1.6386292,1.6386292,1.2265425E-13,1.960649E-12,3.1408484E-10,5.2640704E-11,5.6620063E-11,40.029835,bcu
3FGL J1207.6-4537,4.5990415,1763.2676,1.2623008E-13,3.7383088E-10,4.1698303E-12,3.8307,2.1127815,2.1127815,3.3648178E-09,5.357426E-10,4.7434046E-10,1.2711178E-10,3.323469E-16,34.300217,bcu
3FGL J1207.6-2232,6.7247,683.4481,1.7760517E-12,4.2315887E-10,6.8484667E-12,0.5872677,2.5748293,2.5748293,1.0608474E-08,2.7963436E-09,3.2432224E-10,3.4417257E-11,1.3578175E-11,45.306427,bcu
3FGL J1208.2-7810c,4.8990016,2453.857,6.144816E-14,3.6627976E-10,4.114624E-12,0.29381257,2.1456325,2.1456325,6.575971E-09,8.0835294E-10,2.051952E-10,9.1724926E-11,2.8913602E-11,33.921215,bcu
3FGL J1218.5+6912,5.39237,312.41016,7.662206E-12,1.1325685E-10,3.7516305E-12,0.9973507,3.0190105,3.0190105,0.000000013,1.1692541E-09,1.7056623E-10,8.9320326E-13,1.0251413E-15,55.981956,bcu
3FGL J1218.8-4827,8.142058,1225.0502,5.123077E-13,6.14931E-10,7.67264E-12,1.162346,2.336172,2.336172,7.506174E-09,2.1532265E-09,5.8531796E-10,1.4667155E-10,2.4567265E-13,53.05634,bcu
3FGL J1223.3-3028,4.368701,5153.4453,1.1272584E-14,2.7568756E-10,3.215261E-12,1.1517471,1.8866004,1.8866004,2.9453708E-09,7.494929E-10,1.390235E-10,5.431781E-11,3.6363624E-11,38.11075,bcu
3FGL J1224.6-8312,7.4709144,488.01663,5.2544683E-12,4.4875753E-10,8.609828E-12,1.103092,2.6945176,2.6945176,1.5853397E-08,3.458892E-09,3.3067027E-10,7.6409004E-11,3.6784035E-12,56.54135,bcu
3FGL J1225.7-7314,5.4148426,1565.5365,2.1941348E-13,4.7079607E-10,5.752537E-12,0.3115157,2.309412,2.309412,3.5252684E-10,2.4543545E-09,1.6279092E-10,1.2568424E-10,1.8240184E-11,43.838505,bcu
3FGL J1229.8-5305,4.181914,2513.0403,5.744868E-14,3.6042871E-10,4.0498386E-12,1.0658923,2.1464994,2.1464994,7.5259E-09,0.000000001,1.3618083E-10,7.678751E-11,2.5376527E-11,57.54132,bcu
3FGL J1233.9-5736,13.604542,1860.1912,4.6196147E-13,1.5135208E-09,1.7097672E-11,0.34895563,2.1645067,2.1645067,2.0538623E-08,3.5211807E-09,1.227817E-09,3.130814E-10,1.1658002E-10,43.903713,bcu
3FGL J1238.2-1958,8.533229,1030.7909,6.589067E-13,5.23743E-10,6.60334E-12,1.4279895,2.34868,2.34868,1.287099E-08,1.3571858E-09,3.953932E-10,1.3796754E-10,9.813933E-12,56.879963,bcu
3FGL J1238.3-4543,8.023518,1881.303,1.6338141E-13,5.498129E-10,6.1894405E-12,0.37250498,2.1532178,2.1532178,1.2628122E-08,4.6089657E-10,4.9554094E-10,1.5739955E-10,2.9730825E-11,61.649803,bcu
3FGL J1239.4+0727,8.031175,1011.8904,6.8257064E-13,5.0180227E-10,6.6146108E-12,0.33374828,2.3975885,2.3975885,1.3339079E-08,1.4237294E-09,4.2629644E-10,7.967014E-11,2.029551E-11,44.780827,bcu
3FGL J1243.9-0217,5.148621,1849.0881,1.03579444E-13,3.3344574E-10,3.7959132E-12,0.8311113,2.1859462,2.1859462,3.8675307E-09,5.5464827E-10,1.9374202E-10,1.023971E-10,1.0538523E-11,51.00917,bcu
3FGL J1244.3-4955,4.8187876,2153.665,9.143233E-14,4.107251E-10,4.6798663E-12,0.8603843,2.1882248,2.1882248,1.5133091E-08,1.3811731E-09,2.4498675E-10,8.1031716E-11,2.8971379E-11,44.89222,bcu
3FGL J1251.0-0203,6.856054,958.77344,6.9370925E-13,4.5216098E-10,5.893139E-12,1.5263444,2.385729,2.385729,9.339302E-11,2.4391587E-09,3.4327005E-10,6.309627E-11,1.0661207E-11,93.48332,bcu
3FGL J1254.1-2203,7.191267,1415.5161,3.2855936E-13,5.618107E-10,6.796176E-12,1.4178976,2.2956543,2.2956543,6.1800494E-09,2.2729285E-09,4.112481E-10,9.012118E-11,2.9121695E-11,46.266518,bcu
3FGL J1256.1-5919,7.9316225,1583.2354,4.262872E-13,9.433391E-10,1.1389911E-11,0.81944513,2.2929733,2.2929733,7.807161E-09,5.0601976E-09,5.289847E-10,1.7814124E-10,5.2308546E-11,43.652924,bcu
3FGL J1256.3-1146,11.109319,3130.76,6.962754E-14,6.66387E-10,7.690006E-12,0.9701175,1.9070129,1.9070129,6.2550547E-09,9.321376E-10,4.7583165E-10,1.3194233E-10,9.575149E-11,59.43703,bcu
3FGL J1256.7+5328,5.772926,704.3226,1.4329264E-12,3.4677544E-10,6.1286067E-12,1.0623524,2.6386323,2.6386323,1.0510817E-08,2.4449371E-09,2.408357E-10,5.356314E-11,3.4049727E-16,63.480663,bcu
3FGL J1258.7+5137,4.9039664,2121.001,5.1934406E-14,2.2614893E-10,2.5500697E-12,0.14884709,2.1587615,2.1587615,0.000000001,8.061187E-10,1.4585923E-10,2.6004395E-11,1.8241082E-11,40.8733,bcu
3FGL J1259.0-2310,8.19377,2837.2417,7.62039E-14,6.091643E-10,6.7784172E-12,1.8725741,2.0285833,2.0285833,3.4947292E-09,1.6764916E-09,2.2845081E-10,1.9231429E-10,4.75955E-11,46.133827,bcu
3FGL J1259.8-3749,9.277886,1315.182,4.2381983E-13,6.289125E-10,7.351768E-12,1.4871601,2.2416842,2.2416842,1.4325892E-08,1.3457933E-09,4.51767E-10,1.364882E-10,5.0309944E-11,44.910667,bcu
3FGL J1302.6+5748,6.262681,1418.8132,1.4691277E-13,2.5505056E-10,3.0363424E-12,0.9491995,2.272023,2.272023,8.201207E-09,7.5119044E-10,1.2605407E-10,6.6382844E-11,2.5249575E-11,49.59249,bcu
3FGL J1304.2-2411,9.350139,2773.355,8.5163816E-14,6.4722266E-10,7.316066E-12,2.3047745,1.9572623,1.9572623,5.810557E-10,1.161306E-09,5.223576E-10,1.4284159E-10,5.842241E-11,52.68436,bcu
